stats_g/std,train/success_rate,epoch,test/mean_Q,stats_o/std,train/episode,test/success_rate,stats_o/mean,stats_g/mean,test/episode
0.09598631,0.0325,0,-2.7715943,0.05880341,100.0,0.037500000000000006,0.20308109,0.8422465,20.0
0.09486548,0.04,1,-4.4800563,0.060348306,200.0,0.05625000000000001,0.20361261,0.84417003,40.0
